draw,dwell_quintile,p_choose_S
36,E>>S,0.5912975912975913
36,E>S,0.4953343701399689
36,S~E,0.43687064291247096
36,S>E,0.4388152766952455
36,S>>E,0.47474747474747475
37,E>>S,0.5788655788655789
37,E>S,0.48522550544323484
37,S~E,0.43919442292796285
37,S>E,0.45362431800467656
37,S>>E,0.5066045066045066
38,E>>S,0.5804195804195804
38,E>S,0.4891135303265941
38,S~E,0.4430673896204493
38,S>E,0.45518316445830087
38,S>>E,0.5042735042735043
39,E>>S,0.5648795648795649
39,E>S,0.4774494556765163
39,S~E,0.4546862896979086
39,S>E,0.45518316445830087
39,S>>E,0.4965034965034965
40,E>>S,0.5788655788655789
40,E>S,0.48755832037325036
40,S~E,0.45701006971340047
40,S>E,0.436477007014809
40,S>>E,0.4933954933954934
41,E>>S,0.5710955710955711
41,E>S,0.48055987558320373
41,S~E,0.447714949651433
41,S>E,0.4302416212003118
41,S>>E,0.5135975135975136
42,E>>S,0.5664335664335665
42,E>S,0.5
42,S~E,0.4345468628969791
42,S>E,0.4341387373343726
42,S>>E,0.5081585081585082
43,E>>S,0.5695415695415695
43,E>S,0.48367029548989116
43,S~E,0.43764523625096824
43,S>E,0.455962587685113
43,S>>E,0.5120435120435121
44,E>>S,0.5843045843045843
44,E>S,0.48522550544323484
44,S~E,0.42912470952749804
44,S>E,0.4473889321901793
44,S>>E,0.5066045066045066
45,E>>S,0.585081585081585
45,E>S,0.49300155520995337
45,S~E,0.4360960495739737
45,S>E,0.4349181605611847
45,S>>E,0.5027195027195027
46,E>>S,0.5765345765345765
46,E>S,0.484447900466563
46,S~E,0.447714949651433
46,S>E,0.4318004676539361
46,S>>E,0.5299145299145299
47,E>>S,0.5827505827505828
47,E>S,0.4953343701399689
47,S~E,0.44229279628195195
47,S>E,0.4450506625097428
47,S>>E,0.49417249417249415
48,E>>S,0.5664335664335665
48,E>S,0.48989113530326595
48,S~E,0.43764523625096824
48,S>E,0.4427123928293063
48,S>>E,0.4988344988344988
49,E>>S,0.5788655788655789
49,E>S,0.48755832037325036
49,S~E,0.44848954298993027
49,S>E,0.4489477786438036
49,S>>E,0.4965034965034965
50,E>>S,0.581973581973582
50,E>S,0.4758942457231726
50,S~E,0.46630518977536795
50,S>E,0.45362431800467656
50,S>>E,0.5104895104895105
51,E>>S,0.5905205905205905
51,E>S,0.4976671850699845
51,S~E,0.4322230828814872
51,S>E,0.44583008573655497
51,S>>E,0.4965034965034965
52,E>>S,0.5835275835275835
52,E>S,0.48833592534992226
52,S~E,0.45081332300542215
52,S>E,0.4473889321901793
52,S>>E,0.4933954933954934
53,E>>S,0.5835275835275835
53,E>S,0.4984447900466563
53,S~E,0.4322230828814872
53,S>E,0.4489477786438036
53,S>>E,0.4996114996114996
54,E>>S,0.5656565656565656
54,E>S,0.49611197511664074
54,S~E,0.4384198295894655
54,S>E,0.46141855027279816
54,S>>E,0.5097125097125097
55,E>>S,0.5928515928515928
55,E>S,0.4860031104199067
55,S~E,0.44616576297443844
55,S>E,0.4380358534684334
55,S>>E,0.5019425019425019
56,E>>S,0.5874125874125874
56,E>S,0.4937791601866252
56,S~E,0.4337722695584818
56,S>E,0.4489477786438036
56,S>>E,0.5019425019425019
57,E>>S,0.5742035742035742
57,E>S,0.48755832037325036
57,S~E,0.4399690162664601
57,S>E,0.45518316445830087
57,S>>E,0.508935508935509
58,E>>S,0.5796425796425796
58,E>S,0.48989113530326595
58,S~E,0.4337722695584818
58,S>E,0.4255650818394388
58,S>>E,0.48717948717948717
59,E>>S,0.585081585081585
59,E>S,0.4867807153965785
59,S~E,0.4360960495739737
59,S>E,0.4544037412314887
59,S>>E,0.5066045066045066
60,E>>S,0.5905205905205905
60,E>S,0.47433903576982894
60,S~E,0.45236250968241676
60,S>E,0.4544037412314887
60,S>>E,0.49184149184149184
61,E>>S,0.5811965811965812
61,E>S,0.49455676516329705
61,S~E,0.4407436096049574
61,S>E,0.4395946999220577
61,S>>E,0.5097125097125097
62,E>>S,0.5881895881895882
62,E>S,0.48367029548989116
62,S~E,0.4384198295894655
62,S>E,0.4528448947778644
62,S>>E,0.5003885003885004
63,E>>S,0.5866355866355867
63,E>S,0.4797822706065319
63,S~E,0.43764523625096824
63,S>E,0.4349181605611847
63,S>>E,0.4972804972804973
64,E>>S,0.574980574980575
64,E>S,0.48367029548989116
64,S~E,0.44461657629744383
64,S>E,0.4372564302416212
64,S>>E,0.5058275058275058
65,E>>S,0.5765345765345765
65,E>S,0.48289269051321926
65,S~E,0.42137877614252517
65,S>E,0.4294621979734996
65,S>>E,0.5027195027195027
66,E>>S,0.5874125874125874
66,E>S,0.47900466562986005
66,S~E,0.4399690162664601
66,S>E,0.4505066250974279
66,S>>E,0.5097125097125097
67,E>>S,0.5827505827505828
67,E>S,0.4867807153965785
67,S~E,0.43919442292796285
67,S>E,0.4302416212003118
67,S>>E,0.49572649572649574
68,E>>S,0.5788655788655789
68,E>S,0.4953343701399689
68,S~E,0.42912470952749804
68,S>E,0.44972720187061577
68,S>>E,0.49417249417249415
69,E>>S,0.5726495726495726
69,E>S,0.4906687402799378
69,S~E,0.4469403563129357
69,S>E,0.4318004676539361
69,S>>E,0.49572649572649574
70,E>>S,0.585081585081585
70,E>S,0.4976671850699845
70,S~E,0.4399690162664601
70,S>E,0.4450506625097428
70,S>>E,0.5003885003885004
71,E>>S,0.5788655788655789
71,E>S,0.48755832037325036
71,S~E,0.4384198295894655
71,S>E,0.441153546375682
71,S>>E,0.5151515151515151
72,E>>S,0.5742035742035742
72,E>S,0.47433903576982894
72,S~E,0.42989930286599537
72,S>E,0.4481683554169914
72,S>>E,0.5081585081585082
73,E>>S,0.5726495726495726
73,E>S,0.4891135303265941
73,S~E,0.44229279628195195
73,S>E,0.4450506625097428
73,S>>E,0.508935508935509
74,E>>S,0.5703185703185704
74,E>S,0.4618973561430793
74,S~E,0.4345468628969791
74,S>E,0.4403741231488698
74,S>>E,0.5081585081585082
75,E>>S,0.5773115773115773
75,E>S,0.49144634525660963
75,S~E,0.4360960495739737
75,S>E,0.4481683554169914
75,S>>E,0.49184149184149184
76,E>>S,0.581973581973582
76,E>S,0.4984447900466563
76,S~E,0.4453911696359411
76,S>E,0.460639127045986
76,S>>E,0.5011655011655012
77,E>>S,0.5843045843045843
77,E>S,0.4704510108864697
77,S~E,0.4399690162664601
77,S>E,0.4450506625097428
77,S>>E,0.5034965034965035
78,E>>S,0.5804195804195804
78,E>S,0.468895800933126
78,S~E,0.42912470952749804
78,S>E,0.4395946999220577
78,S>>E,0.5104895104895105
79,E>>S,0.5858585858585859
79,E>S,0.47900466562986005
79,S~E,0.4229279628195198
79,S>E,0.4481683554169914
79,S>>E,0.4972804972804973
80,E>>S,0.5765345765345765
80,E>S,0.46578538102643857
80,S~E,0.44384198295894656
80,S>E,0.4450506625097428
80,S>>E,0.5066045066045066
81,E>>S,0.5881895881895882
81,E>S,0.4758942457231726
81,S~E,0.44384198295894656
81,S>E,0.4637568199532346
81,S>>E,0.5112665112665112
82,E>>S,0.5773115773115773
82,E>S,0.5007776049766719
82,S~E,0.44461657629744383
82,S>E,0.45518316445830087
82,S>>E,0.5135975135975136
83,E>>S,0.5734265734265734
83,E>S,0.4891135303265941
83,S~E,0.43532145623547636
83,S>E,0.4395946999220577
83,S>>E,0.5011655011655012
84,E>>S,0.5881895881895882
84,E>S,0.48522550544323484
84,S~E,0.4399690162664601
84,S>E,0.4372564302416212
84,S>>E,0.5151515151515151
85,E>>S,0.5866355866355867
85,E>S,0.4867807153965785
85,S~E,0.4384198295894655
85,S>E,0.441153546375682
85,S>>E,0.5034965034965035
86,E>>S,0.5835275835275835
86,E>S,0.4751166407465008
86,S~E,0.42989930286599537
86,S>E,0.4598597038191738
86,S>>E,0.4996114996114996
87,E>>S,0.5703185703185704
87,E>S,0.484447900466563
87,S~E,0.4515879163439194
87,S>E,0.4473889321901793
87,S>>E,0.5011655011655012
88,E>>S,0.5912975912975913
88,E>S,0.48522550544323484
88,S~E,0.4415182029434547
88,S>E,0.4380358534684334
88,S>>E,0.5143745143745144
89,E>>S,0.5827505827505828
89,E>S,0.46578538102643857
89,S~E,0.43764523625096824
89,S>E,0.4380358534684334
89,S>>E,0.5081585081585082
90,E>>S,0.5905205905205905
90,E>S,0.49611197511664074
90,S~E,0.42602633617350893
90,S>E,0.4356975837879969
90,S>>E,0.5143745143745144
91,E>>S,0.5773115773115773
91,E>S,0.504665629860031
91,S~E,0.4407436096049574
91,S>E,0.4481683554169914
91,S>>E,0.5027195027195027
92,E>>S,0.5858585858585859
92,E>S,0.4813374805598756
92,S~E,0.4415182029434547
92,S>E,0.44972720187061577
92,S>>E,0.4996114996114996
93,E>>S,0.5742035742035742
93,E>S,0.48367029548989116
93,S~E,0.45778466305189774
93,S>E,0.4473889321901793
93,S>>E,0.5011655011655012
94,E>>S,0.5718725718725719
94,E>S,0.46500777604976673
94,S~E,0.4415182029434547
94,S>E,0.4660950896336711
94,S>>E,0.5073815073815073
95,E>>S,0.5827505827505828
95,E>S,0.4821150855365474
95,S~E,0.4314484895429899
95,S>E,0.44583008573655497
95,S>>E,0.5058275058275058
96,E>>S,0.5788655788655789
96,E>S,0.47900466562986005
96,S~E,0.44384198295894656
96,S>E,0.4419329696024942
96,S>>E,0.5112665112665112
97,E>>S,0.581973581973582
97,E>S,0.4797822706065319
97,S~E,0.4500387296669249
97,S>E,0.4294621979734996
97,S>>E,0.5151515151515151
98,E>>S,0.5874125874125874
98,E>S,0.48289269051321926
98,S~E,0.43687064291247096
98,S>E,0.4286827747466875
98,S>>E,0.5112665112665112
99,E>>S,0.6068376068376068
99,E>S,0.48522550544323484
99,S~E,0.44848954298993027
99,S>E,0.4481683554169914
99,S>>E,0.5097125097125097
100,E>>S,0.5765345765345765
100,E>S,0.48367029548989116
100,S~E,0.4492641363284276
100,S>E,0.4333593141075604
100,S>>E,0.4965034965034965
101,E>>S,0.5765345765345765
101,E>S,0.5031104199066874
101,S~E,0.4407436096049574
101,S>E,0.4388152766952455
101,S>>E,0.4840714840714841
102,E>>S,0.5773115773115773
102,E>S,0.4867807153965785
102,S~E,0.4469403563129357
102,S>E,0.45362431800467656
102,S>>E,0.5019425019425019
103,E>>S,0.5874125874125874
103,E>S,0.48367029548989116
103,S~E,0.4469403563129357
103,S>E,0.4473889321901793
103,S>>E,0.4988344988344988
104,E>>S,0.567987567987568
104,E>S,0.47200622083981336
104,S~E,0.43687064291247096
104,S>E,0.4512860483242401
104,S>>E,0.49417249417249415
105,E>>S,0.5664335664335665
105,E>S,0.4704510108864697
105,S~E,0.4453911696359411
105,S>E,0.4434918160561185
105,S>>E,0.49417249417249415
106,E>>S,0.5703185703185704
106,E>S,0.4681181959564541
106,S~E,0.42835011618900076
106,S>E,0.4598597038191738
106,S>>E,0.526029526029526
107,E>>S,0.5866355866355867
107,E>S,0.4751166407465008
107,S~E,0.4399690162664601
107,S>E,0.4286827747466875
107,S>>E,0.5019425019425019
108,E>>S,0.5757575757575758
108,E>S,0.45800933125972004
108,S~E,0.4360960495739737
108,S>E,0.4489477786438036
108,S>>E,0.5027195027195027
109,E>>S,0.5726495726495726
109,E>S,0.4891135303265941
109,S~E,0.4415182029434547
109,S>E,0.44583008573655497
109,S>>E,0.49106449106449107
110,E>>S,0.5710955710955711
110,E>S,0.4681181959564541
110,S~E,0.43687064291247096
110,S>E,0.4380358534684334
110,S>>E,0.5112665112665112
111,E>>S,0.5734265734265734
111,E>S,0.48522550544323484
111,S~E,0.43299767621998453
111,S>E,0.4434918160561185
111,S>>E,0.4825174825174825
112,E>>S,0.5710955710955711
112,E>S,0.49455676516329705
112,S~E,0.43764523625096824
112,S>E,0.460639127045986
112,S>>E,0.5205905205905206
113,E>>S,0.5757575757575758
113,E>S,0.46578538102643857
113,S~E,0.4206041828040279
113,S>E,0.4349181605611847
113,S>>E,0.49572649572649574
114,E>>S,0.5811965811965812
114,E>S,0.4867807153965785
114,S~E,0.4469403563129357
114,S>E,0.4505066250974279
114,S>>E,0.5066045066045066
115,E>>S,0.5687645687645687
115,E>S,0.4751166407465008
115,S~E,0.42602633617350893
115,S>E,0.44972720187061577
115,S>>E,0.5019425019425019
116,E>>S,0.5773115773115773
116,E>S,0.4867807153965785
116,S~E,0.44461657629744383
116,S>E,0.4434918160561185
116,S>>E,0.49805749805749805
117,E>>S,0.5843045843045843
117,E>S,0.47667185069984447
117,S~E,0.45081332300542215
117,S>E,0.44583008573655497
117,S>>E,0.5011655011655012
118,E>>S,0.5881895881895882
118,E>S,0.4681181959564541
118,S~E,0.44616576297443844
118,S>E,0.4388152766952455
118,S>>E,0.5081585081585082
119,E>>S,0.5765345765345765
119,E>S,0.48367029548989116
119,S~E,0.4360960495739737
119,S>E,0.4403741231488698
119,S>>E,0.4965034965034965
120,E>>S,0.5641025641025641
120,E>S,0.49455676516329705
120,S~E,0.4492641363284276
120,S>E,0.44972720187061577
120,S>>E,0.4902874902874903
121,E>>S,0.5734265734265734
121,E>S,0.49222395023328147
121,S~E,0.4515879163439194
121,S>E,0.4442712392829306
121,S>>E,0.49417249417249415
122,E>>S,0.5998445998445998
122,E>S,0.48989113530326595
122,S~E,0.45081332300542215
122,S>E,0.4481683554169914
122,S>>E,0.5081585081585082
123,E>>S,0.5788655788655789
123,E>S,0.4860031104199067
123,S~E,0.46398140975987606
123,S>E,0.45518316445830087
123,S>>E,0.5104895104895105
124,E>>S,0.5905205905205905
124,E>S,0.48755832037325036
124,S~E,0.4608830364058869
124,S>E,0.4349181605611847
124,S>>E,0.5003885003885004
125,E>>S,0.5703185703185704
125,E>S,0.48989113530326595
125,S~E,0.4500387296669249
125,S>E,0.4419329696024942
125,S>>E,0.4972804972804973
126,E>>S,0.5796425796425796
126,E>S,0.4712286158631415
126,S~E,0.44461657629744383
126,S>E,0.4473889321901793
126,S>>E,0.508935508935509
127,E>>S,0.5718725718725719
127,E>S,0.48367029548989116
127,S~E,0.4345468628969791
127,S>E,0.460639127045986
127,S>>E,0.5135975135975136
128,E>>S,0.5843045843045843
128,E>S,0.4891135303265941
128,S~E,0.4407436096049574
128,S>E,0.4528448947778644
128,S>>E,0.5019425019425019
129,E>>S,0.5881895881895882
129,E>S,0.4906687402799378
129,S~E,0.447714949651433
129,S>E,0.4528448947778644
129,S>>E,0.48795648795648794
130,E>>S,0.5975135975135976
130,E>S,0.48522550544323484
130,S~E,0.4415182029434547
130,S>E,0.4473889321901793
130,S>>E,0.5050505050505051
131,E>>S,0.5835275835275835
131,E>S,0.48989113530326595
131,S~E,0.45081332300542215
131,S>E,0.46141855027279816
131,S>>E,0.5081585081585082
132,E>>S,0.5881895881895882
132,E>S,0.4860031104199067
132,S~E,0.4430673896204493
132,S>E,0.4466095089633671
132,S>>E,0.5073815073815073
133,E>>S,0.5811965811965812
133,E>S,0.4906687402799378
133,S~E,0.4345468628969791
133,S>E,0.4544037412314887
133,S>>E,0.5073815073815073
134,E>>S,0.5625485625485626
134,E>S,0.47433903576982894
134,S~E,0.4546862896979086
134,S>E,0.4544037412314887
134,S>>E,0.5034965034965035
135,E>>S,0.5703185703185704
135,E>S,0.49922239502332816
135,S~E,0.44229279628195195
135,S>E,0.45752143413873736
135,S>>E,0.5120435120435121
136,E>>S,0.5726495726495726
136,E>S,0.4891135303265941
136,S~E,0.45081332300542215
136,S>E,0.4520654715510522
136,S>>E,0.48795648795648794
137,E>>S,0.5718725718725719
137,E>S,0.48289269051321926
137,S~E,0.43687064291247096
137,S>E,0.4442712392829306
137,S>>E,0.5011655011655012
138,E>>S,0.5936285936285937
138,E>S,0.48055987558320373
138,S~E,0.45701006971340047
138,S>E,0.4489477786438036
138,S>>E,0.4864024864024864
139,E>>S,0.5944055944055944
139,E>S,0.48367029548989116
139,S~E,0.43764523625096824
139,S>E,0.4427123928293063
139,S>>E,0.4965034965034965
140,E>>S,0.5905205905205905
140,E>S,0.47900466562986005
140,S~E,0.4616576297443842
140,S>E,0.4442712392829306
140,S>>E,0.5151515151515151
141,E>>S,0.5889665889665889
141,E>S,0.4797822706065319
141,S~E,0.44616576297443844
141,S>E,0.4466095089633671
141,S>>E,0.5034965034965035
142,E>>S,0.5920745920745921
142,E>S,0.48989113530326595
142,S~E,0.458559256390395
142,S>E,0.4372564302416212
142,S>>E,0.5104895104895105
143,E>>S,0.5811965811965812
143,E>S,0.48755832037325036
143,S~E,0.4384198295894655
143,S>E,0.45908028059236167
143,S>>E,0.5104895104895105
144,E>>S,0.5967365967365967
144,E>S,0.49455676516329705
144,S~E,0.4608830364058869
144,S>E,0.4481683554169914
144,S>>E,0.4972804972804973
145,E>>S,0.5912975912975913
145,E>S,0.4774494556765163
145,S~E,0.45546088303640586
145,S>E,0.4466095089633671
145,S>>E,0.5229215229215229
146,E>>S,0.5703185703185704
146,E>S,0.48989113530326595
146,S~E,0.447714949651433
146,S>E,0.4520654715510522
146,S>>E,0.5027195027195027
147,E>>S,0.5866355866355867
147,E>S,0.484447900466563
147,S~E,0.44384198295894656
147,S>E,0.4544037412314887
147,S>>E,0.4926184926184926
148,E>>S,0.5843045843045843
148,E>S,0.5093312597200622
148,S~E,0.44384198295894656
148,S>E,0.4520654715510522
148,S>>E,0.5011655011655012
149,E>>S,0.5889665889665889
149,E>S,0.47900466562986005
149,S~E,0.4492641363284276
149,S>E,0.4731098986749805
149,S>>E,0.5042735042735043
150,E>>S,0.5804195804195804
150,E>S,0.4782270606531882
150,S~E,0.4601084430673896
150,S>E,0.4505066250974279
150,S>>E,0.4902874902874903
151,E>>S,0.574980574980575
151,E>S,0.4751166407465008
151,S~E,0.4546862896979086
151,S>E,0.4419329696024942
151,S>>E,0.5042735042735043
152,E>>S,0.578088578088578
152,E>S,0.49222395023328147
152,S~E,0.4601084430673896
152,S>E,0.4473889321901793
152,S>>E,0.4972804972804973
153,E>>S,0.5788655788655789
153,E>S,0.48367029548989116
153,S~E,0.4399690162664601
153,S>E,0.44583008573655497
153,S>>E,0.4988344988344988
154,E>>S,0.5796425796425796
154,E>S,0.4860031104199067
154,S~E,0.4345468628969791
154,S>E,0.45752143413873736
154,S>>E,0.5058275058275058
155,E>>S,0.5664335664335665
155,E>S,0.48522550544323484
155,S~E,0.4500387296669249
155,S>E,0.4395946999220577
155,S>>E,0.4864024864024864
156,E>>S,0.5687645687645687
156,E>S,0.48833592534992226
156,S~E,0.43687064291247096
156,S>E,0.45362431800467656
156,S>>E,0.5011655011655012
157,E>>S,0.5835275835275835
157,E>S,0.48755832037325036
157,S~E,0.4539116963594113
157,S>E,0.44972720187061577
157,S>>E,0.5066045066045066
158,E>>S,0.5928515928515928
158,E>S,0.4774494556765163
158,S~E,0.4399690162664601
158,S>E,0.4544037412314887
158,S>>E,0.4972804972804973
159,E>>S,0.5765345765345765
159,E>S,0.4860031104199067
159,S~E,0.42989930286599537
159,S>E,0.4583008573655495
159,S>>E,0.49572649572649574
160,E>>S,0.5866355866355867
160,E>S,0.504665629860031
160,S~E,0.44229279628195195
160,S>E,0.44583008573655497
160,S>>E,0.48484848484848486
161,E>>S,0.5804195804195804
161,E>S,0.5
161,S~E,0.4345468628969791
161,S>E,0.4520654715510522
161,S>>E,0.5003885003885004
162,E>>S,0.5804195804195804
162,E>S,0.48833592534992226
162,S~E,0.44616576297443844
162,S>E,0.45362431800467656
162,S>>E,0.4996114996114996
163,E>>S,0.574980574980575
163,E>S,0.4735614307931571
163,S~E,0.4492641363284276
163,S>E,0.4583008573655495
163,S>>E,0.5034965034965035
164,E>>S,0.5811965811965812
164,E>S,0.48833592534992226
164,S~E,0.45313710302091403
164,S>E,0.46531566640685895
164,S>>E,0.5174825174825175
165,E>>S,0.585081585081585
165,E>S,0.4968895800933126
165,S~E,0.45081332300542215
165,S>E,0.4442712392829306
165,S>>E,0.5135975135975136
166,E>>S,0.5796425796425796
166,E>S,0.48367029548989116
166,S~E,0.4453911696359411
166,S>E,0.45752143413873736
166,S>>E,0.5042735042735043
167,E>>S,0.585081585081585
167,E>S,0.49144634525660963
167,S~E,0.44616576297443844
167,S>E,0.436477007014809
167,S>>E,0.5019425019425019
168,E>>S,0.5889665889665889
168,E>S,0.4704510108864697
168,S~E,0.4546862896979086
168,S>E,0.4512860483242401
168,S>>E,0.5112665112665112
169,E>>S,0.5796425796425796
169,E>S,0.4774494556765163
169,S~E,0.45778466305189774
169,S>E,0.4528448947778644
169,S>>E,0.4996114996114996
170,E>>S,0.5586635586635587
170,E>S,0.4712286158631415
170,S~E,0.45313710302091403
170,S>E,0.4598597038191738
170,S>>E,0.5027195027195027
171,E>>S,0.5811965811965812
171,E>S,0.4821150855365474
171,S~E,0.4345468628969791
171,S>E,0.45518316445830087
171,S>>E,0.515928515928516
172,E>>S,0.585081585081585
172,E>S,0.4797822706065319
172,S~E,0.4415182029434547
172,S>E,0.45908028059236167
172,S>>E,0.5104895104895105
173,E>>S,0.6021756021756022
173,E>S,0.505443234836703
173,S~E,0.46398140975987606
173,S>E,0.4567420109119252
173,S>>E,0.49184149184149184
174,E>>S,0.5905205905205905
174,E>S,0.49144634525660963
174,S~E,0.4469403563129357
174,S>E,0.4372564302416212
174,S>>E,0.49805749805749805
175,E>>S,0.5920745920745921
175,E>S,0.484447900466563
175,S~E,0.45701006971340047
175,S>E,0.4481683554169914
175,S>>E,0.49805749805749805
176,E>>S,0.5843045843045843
176,E>S,0.4867807153965785
176,S~E,0.4546862896979086
176,S>E,0.4520654715510522
176,S>>E,0.5073815073815073
177,E>>S,0.5773115773115773
177,E>S,0.48522550544323484
177,S~E,0.447714949651433
177,S>E,0.45362431800467656
177,S>>E,0.5128205128205128
178,E>>S,0.5742035742035742
178,E>S,0.4797822706065319
178,S~E,0.43764523625096824
178,S>E,0.4512860483242401
178,S>>E,0.4972804972804973
179,E>>S,0.560994560994561
179,E>S,0.47667185069984447
179,S~E,0.4500387296669249
179,S>E,0.4489477786438036
179,S>>E,0.515928515928516
180,E>>S,0.5703185703185704
180,E>S,0.4797822706065319
180,S~E,0.4546862896979086
180,S>E,0.4660950896336711
180,S>>E,0.5042735042735043
181,E>>S,0.5757575757575758
181,E>S,0.5139968895800933
181,S~E,0.4415182029434547
181,S>E,0.4442712392829306
181,S>>E,0.494949494949495
182,E>>S,0.5881895881895882
