draw,rt_quintile,p_choose_S
118,1,0.0
118,2,0.0
118,3,0.45454545454545453
118,4,1.0
118,5,1.0
119,1,0.0
119,2,0.0
119,3,0.4755244755244755
119,4,1.0
119,5,1.0
120,1,0.0
120,2,0.0
120,3,0.45376845376845376
120,4,1.0
120,5,1.0
121,1,0.0
121,2,0.0
121,3,0.45843045843045843
121,4,1.0
121,5,1.0
122,1,0.0
122,2,0.0
122,3,0.473970473970474
122,4,1.0
122,5,1.0
123,1,0.0
123,2,0.0
123,3,0.4700854700854701
123,4,1.0
123,5,1.0
124,1,0.0
124,2,0.0
124,3,0.4716394716394716
124,4,1.0
124,5,1.0
125,1,0.0
125,2,0.0
125,3,0.4382284382284382
125,4,1.0
125,5,1.0
126,1,0.0
126,2,0.0
126,3,0.4560994560994561
126,4,1.0
126,5,1.0
127,1,0.0
127,2,0.0
127,3,0.4506604506604507
127,4,1.0
127,5,1.0
128,1,0.0
128,2,0.0
128,3,0.45843045843045843
128,4,1.0
128,5,1.0
129,1,0.0
129,2,0.0
129,3,0.4716394716394716
129,4,1.0
129,5,1.0
130,1,0.0
130,2,0.0
130,3,0.4662004662004662
130,4,1.0
130,5,1.0
131,1,0.0
131,2,0.0
131,3,0.4397824397824398
131,4,1.0
131,5,1.0
132,1,0.0
132,2,0.0
132,3,0.4522144522144522
132,4,1.0
132,5,1.0
133,1,0.0
133,2,0.0
133,3,0.42657342657342656
133,4,1.0
133,5,1.0
134,1,0.0
134,2,0.0
134,3,0.4405594405594406
134,4,1.0
134,5,1.0
135,1,0.0
135,2,0.0
135,3,0.43434343434343436
135,4,1.0
135,5,1.0
136,1,0.0
136,2,0.0
136,3,0.45143745143745145
136,4,1.0
136,5,1.0
137,1,0.0
137,2,0.0
137,3,0.473970473970474
137,4,1.0
137,5,1.0
138,1,0.0
138,2,0.0
138,3,0.45765345765345766
138,4,1.0
138,5,1.0
139,1,0.0
139,2,0.0
139,3,0.4366744366744367
139,4,1.0
139,5,1.0
140,1,0.0
140,2,0.0
140,3,0.45843045843045843
140,4,1.0
140,5,1.0
141,1,0.0
141,2,0.0
141,3,0.4366744366744367
141,4,1.0
141,5,1.0
142,1,0.0
142,2,0.0
142,3,0.45998445998445997
142,4,1.0
142,5,1.0
143,1,0.0
143,2,0.0
143,3,0.4794094794094794
143,4,1.0
143,5,1.0
144,1,0.0
144,2,0.0
144,3,0.45843045843045843
144,4,1.0
144,5,1.0
145,1,0.0
145,2,0.0
145,3,0.4677544677544678
145,4,1.0
145,5,1.0
146,1,0.0
146,2,0.0
146,3,0.46231546231546233
146,4,1.0
146,5,1.0
147,1,0.0
147,2,0.0
147,3,0.5112665112665112
147,4,1.0
147,5,1.0
148,1,0.0
148,2,0.0
148,3,0.5066045066045066
148,4,1.0
148,5,1.0
149,1,0.0
149,2,0.0
149,3,0.4188034188034188
149,4,1.0
149,5,1.0
150,1,0.0
150,2,0.0
150,3,0.515928515928516
150,4,1.0
150,5,1.0
151,1,0.0
151,2,0.0
151,3,0.46076146076146074
151,4,1.0
151,5,1.0
152,1,0.0
152,2,0.0
152,3,0.48096348096348096
152,4,1.0
152,5,1.0
153,1,0.0
153,2,0.0
153,3,0.4506604506604507
153,4,1.0
153,5,1.0
154,1,0.0
154,2,0.0
154,3,0.45454545454545453
154,4,1.0
154,5,1.0
155,1,0.0
155,2,0.0
155,3,0.4677544677544678
155,4,1.0
155,5,1.0
156,1,0.0
156,2,0.0
156,3,0.4483294483294483
156,4,1.0
156,5,1.0
157,1,0.0
157,2,0.0
157,3,0.46386946386946387
157,4,1.0
157,5,1.0
158,1,0.0
158,2,0.0
158,3,0.47241647241647244
158,4,1.0
158,5,1.0
159,1,0.0
159,2,0.0
159,3,0.49805749805749805
159,4,1.0
159,5,1.0
160,1,0.0
160,2,0.0
160,3,0.4700854700854701
160,4,1.0
160,5,1.0
161,1,0.0
161,2,0.0
161,3,0.47241647241647244
161,4,1.0
161,5,1.0
162,1,0.0
162,2,0.0
162,3,0.4467754467754468
162,4,1.0
162,5,1.0
163,1,0.0
163,2,0.0
163,3,0.4887334887334887
163,4,1.0
163,5,1.0
164,1,0.0
164,2,0.0
164,3,0.4972804972804973
164,4,1.0
164,5,1.0
165,1,0.0
165,2,0.0
165,3,0.4553224553224553
165,4,1.0
165,5,1.0
166,1,0.0
166,2,0.0
166,3,0.515928515928516
166,4,1.0
166,5,1.0
167,1,0.0
167,2,0.0
167,3,0.4887334887334887
167,4,1.0
167,5,1.0
168,1,0.0
168,2,0.0
168,3,0.4700854700854701
168,4,1.0
168,5,1.0
169,1,0.0
169,2,0.0
169,3,0.46853146853146854
169,4,1.0
169,5,1.0
170,1,0.0
170,2,0.0
170,3,0.5174825174825175
170,4,1.0
170,5,1.0
171,1,0.0
171,2,0.0
171,3,0.5392385392385393
171,4,1.0
171,5,1.0
172,1,0.0
172,2,0.0
172,3,0.49106449106449107
172,4,1.0
172,5,1.0
173,1,0.0
173,2,0.0
173,3,0.44988344988344986
173,4,1.0
173,5,1.0
174,1,0.0
174,2,0.0
174,3,0.473970473970474
174,4,1.0
174,5,1.0
175,1,0.0
175,2,0.0
175,3,0.4716394716394716
175,4,1.0
175,5,1.0
176,1,0.0
176,2,0.0
176,3,0.49106449106449107
176,4,1.0
176,5,1.0
177,1,0.0
177,2,0.0
177,3,0.4887334887334887
177,4,1.0
177,5,1.0
178,1,0.0
178,2,0.0
178,3,0.5446775446775447
178,4,1.0
178,5,1.0
179,1,0.0
179,2,0.0
179,3,0.48562548562548563
179,4,1.0
179,5,1.0
180,1,0.0
180,2,0.0
180,3,0.4825174825174825
180,4,1.0
180,5,1.0
181,1,0.0
181,2,0.0
181,3,0.48174048174048173
181,4,1.0
181,5,1.0
182,1,0.0
182,2,0.0
182,3,0.4864024864024864
182,4,1.0
182,5,1.0
183,1,0.0
183,2,0.0
183,3,0.473970473970474
183,4,1.0
183,5,1.0
184,1,0.0
184,2,0.0
184,3,0.445998445998446
184,4,1.0
184,5,1.0
185,1,0.0
185,2,0.0
185,3,0.4864024864024864
185,4,1.0
185,5,1.0
186,1,0.0
186,2,0.0
186,3,0.46076146076146074
186,4,1.0
186,5,1.0
187,1,0.0
187,2,0.0
187,3,0.473970473970474
187,4,1.0
187,5,1.0
188,1,0.0
188,2,0.0
188,3,0.47707847707847706
188,4,1.0
188,5,1.0
189,1,0.0
189,2,0.0
189,3,0.49572649572649574
189,4,1.0
189,5,1.0
190,1,0.0
190,2,0.0
190,3,0.4988344988344988
190,4,1.0
190,5,1.0
191,1,0.0
191,2,0.0
191,3,0.43745143745143744
191,4,1.0
191,5,1.0
192,1,0.0
192,2,0.0
192,3,0.47863247863247865
192,4,1.0
192,5,1.0
193,1,0.0
193,2,0.0
193,3,0.4755244755244755
193,4,1.0
193,5,1.0
194,1,0.0
194,2,0.0
194,3,0.5182595182595182
194,4,1.0
194,5,1.0
195,1,0.0
195,2,0.0
195,3,0.4662004662004662
195,4,1.0
195,5,1.0
196,1,0.0
196,2,0.0
196,3,0.4755244755244755
196,4,1.0
196,5,1.0
197,1,0.0
197,2,0.0
197,3,0.4902874902874903
197,4,1.0
197,5,1.0
198,1,0.0
198,2,0.0
198,3,0.4840714840714841
198,4,1.0
198,5,1.0
199,1,0.0
199,2,0.0
199,3,0.47863247863247865
199,4,1.0
199,5,1.0
200,1,0.0
200,2,0.0
200,3,0.432012432012432
200,4,1.0
200,5,1.0
201,1,0.0
201,2,0.0
201,3,0.466977466977467
201,4,1.0
201,5,1.0
202,1,0.0
202,2,0.0
202,3,0.5198135198135199
202,4,1.0
202,5,1.0
203,1,0.0
203,2,0.0
203,3,0.4654234654234654
203,4,1.0
203,5,1.0
204,1,0.0
204,2,0.0
204,3,0.5019425019425019
204,4,1.0
204,5,1.0
205,1,0.0
205,2,0.0
205,3,0.4864024864024864
205,4,1.0
205,5,1.0
206,1,0.0
206,2,0.0
206,3,0.45454545454545453
206,4,1.0
206,5,1.0
207,1,0.0
207,2,0.0
207,3,0.4662004662004662
207,4,1.0
207,5,1.0
208,1,0.0
208,2,0.0
208,3,0.515928515928516
208,4,1.0
208,5,1.0
209,1,0.0
209,2,0.0
209,3,0.4902874902874903
209,4,1.0
209,5,1.0
210,1,0.0
210,2,0.0
210,3,0.4662004662004662
210,4,1.0
210,5,1.0
211,1,0.0
211,2,0.0
211,3,0.5283605283605284
211,4,1.0
211,5,1.0
212,1,0.0
212,2,0.0
212,3,0.49106449106449107
212,4,1.0
212,5,1.0
213,1,0.0
213,2,0.0
213,3,0.5027195027195027
213,4,1.0
213,5,1.0
214,1,0.0
214,2,0.0
214,3,0.4662004662004662
214,4,1.0
214,5,1.0
215,1,0.0
215,2,0.0
215,3,0.4662004662004662
215,4,1.0
215,5,1.0
216,1,0.0
216,2,0.0
216,3,0.3791763791763792
216,4,1.0
216,5,1.0
217,1,0.0
217,2,0.0
217,3,0.4677544677544678
217,4,1.0
217,5,1.0
218,1,0.0
218,2,0.0
218,3,0.4560994560994561
218,4,1.0
218,5,1.0
219,1,0.0
219,2,0.0
219,3,0.48562548562548563
219,4,1.0
219,5,1.0
220,1,0.0
220,2,0.0
220,3,0.44366744366744365
220,4,1.0
220,5,1.0
221,1,0.0
221,2,0.0
221,3,0.46231546231546233
221,4,1.0
221,5,1.0
222,1,0.0
222,2,0.0
222,3,0.4700854700854701
222,4,1.0
222,5,1.0
223,1,0.0
223,2,0.0
223,3,0.47474747474747475
223,4,1.0
223,5,1.0
224,1,0.0
224,2,0.0
224,3,0.452991452991453
224,4,1.0
224,5,1.0
225,1,0.0
225,2,0.0
225,3,0.452991452991453
225,4,1.0
225,5,1.0
226,1,0.0
226,2,0.0
226,3,0.45843045843045843
226,4,1.0
226,5,1.0
227,1,0.0
227,2,0.0
227,3,0.4397824397824398
227,4,1.0
227,5,1.0
228,1,0.0
228,2,0.0
228,3,0.4366744366744367
228,4,1.0
228,5,1.0
229,1,0.0
229,2,0.0
229,3,0.4560994560994561
229,4,1.0
229,5,1.0
230,1,0.0
230,2,0.0
230,3,0.46853146853146854
230,4,1.0
230,5,1.0
231,1,0.0
231,2,0.0
231,3,0.5050505050505051
231,4,1.0
231,5,1.0
232,1,0.0
232,2,0.0
232,3,0.4553224553224553
232,4,1.0
232,5,1.0
233,1,0.0
233,2,0.0
233,3,0.4506604506604507
233,4,1.0
233,5,1.0
234,1,0.0
234,2,0.0
234,3,0.4522144522144522
234,4,1.0
234,5,1.0
235,1,0.0
235,2,0.0
235,3,0.4887334887334887
235,4,1.0
235,5,1.0
236,1,0.0
236,2,0.0
236,3,0.44522144522144524
236,4,1.0
236,5,1.0
237,1,0.0
237,2,0.0
237,3,0.4421134421134421
237,4,1.0
237,5,1.0
238,1,0.0
238,2,0.0
238,3,0.4257964257964258
238,4,1.0
238,5,1.0
239,1,0.0
239,2,0.0
239,3,0.47474747474747475
239,4,1.0
239,5,1.0
240,1,0.0
240,2,0.0
240,3,0.4358974358974359
240,4,1.0
240,5,1.0
241,1,0.0
241,2,0.0
241,3,0.41414141414141414
241,4,1.0
241,5,1.0
242,1,0.0
242,2,0.0
242,3,0.42657342657342656
242,4,1.0
242,5,1.0
243,1,0.0
243,2,0.0
243,3,0.4281274281274281
243,4,1.0
243,5,1.0
244,1,0.0
244,2,0.0
244,3,0.4592074592074592
244,4,1.0
244,5,1.0
245,1,0.0
245,2,0.0
245,3,0.44988344988344986
245,4,1.0
245,5,1.0
246,1,0.0
246,2,0.0
246,3,0.4553224553224553
246,4,1.0
246,5,1.0
247,1,0.0
247,2,0.0
247,3,0.4358974358974359
247,4,1.0
247,5,1.0
248,1,0.0
248,2,0.0
248,3,0.41647241647241645
248,4,1.0
248,5,1.0
249,1,0.0
249,2,0.0
249,3,0.4382284382284382
249,4,1.0
249,5,1.0
250,1,0.0
250,2,0.0
250,3,0.46464646464646464
250,4,1.0
250,5,1.0
251,1,0.0
251,2,0.0
251,3,0.46076146076146074
251,4,1.0
251,5,1.0
252,1,0.0
252,2,0.0
252,3,0.43434343434343436
252,4,1.0
252,5,1.0
253,1,0.0
253,2,0.0
253,3,0.4397824397824398
253,4,1.0
253,5,1.0
254,1,0.0
254,2,0.0
254,3,0.4731934731934732
254,4,1.0
254,5,1.0
255,1,0.0
255,2,0.0
255,3,0.466977466977467
255,4,1.0
255,5,1.0
256,1,0.0
256,2,0.0
256,3,0.46386946386946387
256,4,1.0
256,5,1.0
257,1,0.0
257,2,0.0
257,3,0.43512043512043513
257,4,1.0
257,5,1.0
258,1,0.0
258,2,0.0
258,3,0.4553224553224553
258,4,1.0
258,5,1.0
259,1,0.0
259,2,0.0
259,3,0.4568764568764569
259,4,1.0
259,5,1.0
260,1,0.0
260,2,0.0
260,3,0.4731934731934732
260,4,1.0
260,5,1.0
261,1,0.0
261,2,0.0
261,3,0.4693084693084693
261,4,1.0
261,5,1.0
262,1,0.0
262,2,0.0
262,3,0.4700854700854701
262,4,1.0
262,5,1.0
263,1,0.0
263,2,0.0
263,3,0.44755244755244755
263,4,1.0
263,5,1.0
264,1,0.0
264,2,0.0
264,3,0.45454545454545453
264,4,1.0
264,5,1.0
265,1,0.0
265,2,0.0
265,3,0.47863247863247865
265,4,1.0
265,5,1.0
266,1,0.0
266,2,0.0
266,3,0.4988344988344988
266,4,1.0
266,5,1.0
267,1,0.0
267,2,0.0
267,3,0.46231546231546233
267,4,1.0
267,5,1.0
268,1,0.0
268,2,0.0
268,3,0.4405594405594406
268,4,1.0
268,5,1.0
269,1,0.0
269,2,0.0
269,3,0.5050505050505051
269,4,1.0
269,5,1.0
270,1,0.0
270,2,0.0
270,3,0.4825174825174825
270,4,1.0
270,5,1.0
271,1,0.0
271,2,0.0
271,3,0.473970473970474
271,4,1.0
271,5,1.0
272,1,0.0
272,2,0.0
272,3,0.4522144522144522
272,4,1.0
272,5,1.0
273,1,0.0
273,2,0.0
273,3,0.4716394716394716
273,4,1.0
273,5,1.0
274,1,0.0
274,2,0.0
274,3,0.45143745143745145
274,4,1.0
274,5,1.0
275,1,0.0
275,2,0.0
275,3,0.4864024864024864
275,4,1.0
275,5,1.0
276,1,0.0
276,2,0.0
276,3,0.4568764568764569
276,4,1.0
276,5,1.0
277,1,0.0
277,2,0.0
277,3,0.4662004662004662
277,4,1.0
277,5,1.0
278,1,0.0
278,2,0.0
278,3,0.4933954933954934
278,4,1.0
278,5,1.0
279,1,0.0
279,2,0.0
279,3,0.4630924630924631
279,4,1.0
279,5,1.0
280,1,0.0
280,2,0.0
280,3,0.47086247086247085
280,4,1.0
280,5,1.0
281,1,0.0
281,2,0.0
281,3,0.4801864801864802
281,4,1.0
281,5,1.0
282,1,0.0
282,2,0.0
282,3,0.43356643356643354
282,4,1.0
282,5,1.0
283,1,0.0
283,2,0.0
283,3,0.425019425019425
283,4,1.0
283,5,1.0
284,1,0.0
284,2,0.0
284,3,0.46853146853146854
284,4,1.0
284,5,1.0
285,1,0.0
285,2,0.0
285,3,0.4996114996114996
285,4,1.0
285,5,1.0
286,1,0.0
286,2,0.0
286,3,0.47707847707847706
286,4,1.0
286,5,1.0
287,1,0.0
287,2,0.0
287,3,0.46076146076146074
287,4,1.0
287,5,1.0
288,1,0.0
288,2,0.0
288,3,0.47241647241647244
288,4,1.0
288,5,1.0
289,1,0.0
289,2,0.0
289,3,0.48795648795648794
289,4,1.0
289,5,1.0
290,1,0.0
290,2,0.0
290,3,0.4716394716394716
290,4,1.0
290,5,1.0
291,1,0.0
291,2,0.0
291,3,0.5027195027195027
291,4,1.0
291,5,1.0
292,1,0.0
292,2,0.0
292,3,0.46853146853146854
292,4,1.0
292,5,1.0
293,1,0.0
293,2,0.0
293,3,0.4825174825174825
293,4,1.0
293,5,1.0
294,1,0.0
294,2,0.0
294,3,0.4662004662004662
294,4,1.0
294,5,1.0
295,1,0.0
295,2,0.0
295,3,0.4592074592074592
295,4,1.0
295,5,1.0
296,1,0.0
296,2,0.0
296,3,0.48562548562548563
296,4,1.0
296,5,1.0
297,1,0.0
297,2,0.0
297,3,0.44988344988344986
297,4,1.0
297,5,1.0
298,1,0.0
298,2,0.0
298,3,0.473970473970474
298,4,1.0
298,5,1.0
299,1,0.0
299,2,0.0
299,3,0.46231546231546233
299,4,1.0
299,5,1.0
300,1,0.0
300,2,0.0
300,3,0.5205905205905206
300,4,1.0
300,5,1.0
301,1,0.0
301,2,0.0
301,3,0.48329448329448327
301,4,1.0
301,5,1.0
302,1,0.0
302,2,0.0
302,3,0.47241647241647244
302,4,1.0
302,5,1.0
303,1,0.0
303,2,0.0
303,3,0.48329448329448327
303,4,1.0
303,5,1.0
304,1,0.0
304,2,0.0
304,3,0.4801864801864802
304,4,1.0
304,5,1.0
305,1,0.0
305,2,0.0
305,3,0.49417249417249415
305,4,1.0
305,5,1.0
306,1,0.0
306,2,0.0
306,3,0.4887334887334887
306,4,1.0
306,5,1.0
307,1,0.0
307,2,0.0
307,3,0.49805749805749805
307,4,1.0
307,5,1.0
308,1,0.0
308,2,0.0
308,3,0.46853146853146854
308,4,1.0
308,5,1.0
309,1,0.0
309,2,0.0
309,3,0.48484848484848486
309,4,1.0
309,5,1.0
310,1,0.0
310,2,0.0
310,3,0.4568764568764569
310,4,1.0
